line,item_code,plant,orig_plant
,6947,49,49
,6948,49,49
,6951,49,49
,6953,49,49
,6954,49,49
,1740,49,49
,1741,49,49
,1744,49,49
,1744,49,49
,1745,49,49
,1746,49,49
,1749,49,49
,1751,49,49
,6994,49,49
,6995,49,49
,6997,49,49
,7006,49,49
,7007,49,49
,7011,49,49
,7014,49,49
,7018,49,49
,7022,49,49
,7040,49,49
,1756,49,49
,1759,49,49
,1763,49,49
,1763,49,49
,1764,49,49
,1764,49,49
,1765,49,49
,1766,49,49
,1768,49,49
,1769,49,49
,1770,49,49
,1976,49,49
,7046,49,49
,1777,49,49
,1780,49,49
,1781,49,49
,1784,49,49
,1785,49,49
,1800,49,49
,1800,49,49
,1990,49,49
,1992,49,49
,1993,49,49
,1994,49,49
,1996,49,49
,1997,49,49
,1998,49,49
,1999,49,49
,2001,49,49
,2003,49,49
,2004,49,49
,2005,49,49
,4426,49,49
,4426,49,49
,4427,49,49
,4427,49,49
,4428,49,49
,4428,49,49
,4429,49,49
,4429,49,49
,4430,49,49
,4430,49,49
,6827,49,49
,2021,49,49
,6829,49,49
,6837,49,49
,6838,49,49
,6839,49,49
,6842,49,49
,6844,49,49
,6845,49,49
,6846,49,49
,6848,49,49
,6849,49,49
,6851,49,49
,6852,49,49
,6862,49,49
,4463,49,49
,4463,49,49
,4500,49,49
,4500,49,49
,2025,49,49
,2027,49,49
,2028,49,49
,2029,49,49
,2030,49,49
,2031,49,49
,2032,49,49
,2033,49,49
,2034,49,49
,2035,49,49
,2037,49,49
,2042,49,49
,2047,49,49
,6863,49,49
,6874,49,49
,6876,49,49
,4501,49,49
,4501,49,49
,6710,49,49
,6710,49,49
,6710,49,49
,4337,49,49
,4337,49,49
,6721,49,49
,6721,49,49
,6727,49,49
,6728,49,49
,6728,49,49
,6730,49,49
,6730,49,49
,6736,49,49
,6736,49,49
,6742,49,49
,6746,49,49
,6746,49,49
,6752,49,49
,6766,49,49
,6774,49,49
,6775,49,49
,6776,49,49
,6776,49,49
,6777,49,49
,6777,49,49
,6788,49,49
,6789,49,49
,6790,49,49
,6791,49,49
,6792,49,49
,6793,49,49
,6794,49,49
,6795,49,49
,6796,49,49
,1675,49,49
,1675,49,49
,1676,49,49
,1676,49,49
,1685,49,49
,1686,49,49
,1687,49,49
,1838,49,49
,1839,49,49
,6799,49,49
,6801,49,49
,6802,49,49
,6803,49,49
,6804,49,49
,6805,49,49
,6806,49,49
,6807,49,49
,6808,49,49
,1690,49,49
,1690,49,49
,1691,49,49
,1691,49,49
,1692,49,49
,1692,49,49
,1693,49,49
,1693,49,49
,1698,49,49
,1698,49,49
,1700,49,49
,1702,49,49
,1703,49,49
,1704,49,49
,1705,49,49
,2142,49,49
,1707,49,49
,1708,49,49
,1709,49,49
,1709,49,49
,1711,49,49
,1712,49,49
,1712,49,49
,1715,49,49
,1716,49,49
,1717,49,49
,5314,49,49
,5314,49,49
,6585,49,49
,6585,49,49
,1047,49,49
,1048,49,49
,1054,49,49
,1055,49,49
,4054,49,49
,4055,49,49
,4055,49,49
,4056,49,49
,1070,49,49
,1071,49,49
,1072,49,49
,1073,49,49
,1074,49,49
,1075,49,49
,1076,49,49
,3559,49,49
,3559,49,49
,3560,49,49
,3560,49,49
,3744,49,49
,3744,49,49
,3745,49,49
,3745,49,49
,3746,49,49
,3747,49,49
,3748,49,49
,3748,49,49
,3749,49,49
,3749,49,49
,3750,49,49
,3750,49,49
,3751,49,49
,3752,49,49
,1387,49,49
,1400,49,49
,3778,49,49
,3778,49,49
,3779,49,49
,3780,49,49
,3789,49,49
,3789,49,49
,1557,49,49
,1558,49,49
,1559,49,49
,1560,49,49
,1562,49,49
,3867,49,49
,4218,49,49
,4218,49,49
,4580,49,49
,4580,49,49
,3630,49,49
,3630,49,49
,4619,49,49
,4619,49,49
,4625,49,49
,3884,49,49
,3884,49,49
,3888,49,49
,3888,49,49
,2243,49,49
,3642,49,49
,3642,49,49
,3643,49,49
,3643,49,49
,3644,49,49
,3644,49,49
,3645,49,49
,3645,49,49
,3646,49,49
,3646,49,49
,3648,49,49
,3648,49,49
,3792,49,49
,3792,49,49
,3795,49,49
,3795,49,49
,3796,49,49
,4404,49,49
,4404,49,49
,3997,49,49
,3997,49,49
,7167,49,49
,4738,49,49
,4744,49,49
,4745,49,49
,7228,49,49
,4879,49,49
,4879,49,49
,2069,49,49
,7062,49,49
,7067,49,49
,1855,49,49
,1856,49,49
,2078,49,49
,2079,49,49
,2081,49,49
,7071,49,49
,7075,49,49
,7075,49,49
,7080,49,49
,7081,49,49
,2083,49,49
,2095,49,49
,1885,49,49
,1886,49,49
,1887,49,49
,1888,49,49
,1897,49,49
,2114,49,49
,2115,49,49
,2116,49,49
,2117,49,49
,2118,49,49
,6598,49,49
,6598,49,49
,1899,49,49
,1900,49,49
,1901,49,49
,1902,49,49
,1904,49,49
,1906,49,49
,1907,49,49
,1908,49,49
,1909,49,49
,1910,49,49
,1911,49,49
,1912,49,49
,1913,49,49
,1914,49,49
,1916,49,49
,1917,49,49
,1919,49,49
,1920,49,49
,1921,49,49
,1922,49,49
,1924,49,49
,1925,49,49
,1926,49,49
,6616,49,49
,6618,49,49
,6618,49,49
,6618,49,49
,6632,49,49
,6632,49,49
,6634,49,49
,6634,49,49
,6634,49,49
,6646,49,49
,4787,49,49
,4787,49,49
,6681,49,49
,6565,49,49
,6581,49,49
,6581,49,49
,1955,49,49
,1956,49,49
,1958,49,49
,1959,49,49
,1960,49,49
,1962,49,49
,666,12,12
,666,12,12
,701,12,12
,450,12,12
,353,12,12
,356,12,12
,371,12,12
,539,12,12
,672,12,12
,673,12,12
,673,12,12
,673,12,12
,677,12,12
,678,12,12
,684,12,12
,691,12,12
,691,12,12
,1618,12,12
,2160,12,12
,2160,12,12
,1719,12,12
,1863,12,12
,1864,12,12
,1865,12,12
,1866,12,12
,1773,12,12
,2131,12,12
,2131,12,12
,2132,12,12
,1546,12,12
,12681,12,12
,12683,12,12
,12684,12,12
,12687,12,12
,12691,12,12
,12691,12,12
,12691,12,12
,666,14,14
,666,14,14
,701,14,14
,450,14,14
,353,14,14
,356,14,14
,539,14,14
,548,14,14
,672,14,14
,673,14,14
,673,14,14
,673,14,14
,678,14,14
,684,14,14
,691,14,14
,691,14,14
,1603,14,14
,1604,14,14
,1618,14,14
,1590,14,14
,1591,14,14
,1592,14,14
,2160,14,14
,2160,14,14
,1719,14,14
,1863,14,14
,1864,14,14
,1865,14,14
,1866,14,14
,1773,14,14
,2131,14,14
,2131,14,14
,1546,14,14
,12681,14,14
,12683,14,14
,12684,14,14
,12687,14,14
,12691,14,14
,12691,14,14
,12691,14,14
,723,8,8
,755,8,8
,814,8,8
,816,8,8
,819,8,8
,821,8,8
,839,8,8
,840,8,8
,735,8,8
,1111,8,8
,900,8,8
,917,8,8
,919,8,8
,920,8,8
,921,8,8
,923,8,8
,767,8,8
,366,8,8
,765,8,8
,1236,8,8
,1602,8,8
,1603,8,8
,1604,8,8
,1605,8,8
,1626,8,8
,1591,8,8
,1592,8,8
,2166,8,8
,2167,8,8
,2168,8,8
,2169,8,8
,2171,8,8
,2172,8,8
,2174,8,8
,1657,8,8
,1659,8,8
,1660,8,8
,1661,8,8
,1662,8,8
,1663,8,8
,1664,8,8
,1665,8,8
,1666,8,8
,1671,8,8
,1672,8,8
,1673,8,8
,925,8,8
,926,8,8
,931,8,8
,1106,8,8
,1107,8,8
,1108,8,8
,1756,8,8
,1759,8,8
,1765,8,8
,1766,8,8
,1774,8,8
,1780,8,8
,2025,8,8
,2026,8,8
,2027,8,8
,2028,8,8
,2029,8,8
,2030,8,8
,2031,8,8
,2032,8,8
,2033,8,8
,1685,8,8
,1686,8,8
,1687,8,8
,1838,8,8
,1839,8,8
,2136,8,8
,2137,8,8
,2139,8,8
,2142,8,8
,2143,8,8
,2144,8,8
,2145,8,8
,2147,8,8
,2148,8,8
,2149,8,8
,1561,8,8
,1562,8,8
,1955,8,8
,723,82,82
,712,82,82
,814,82,82
,815,82,82
,816,82,82
,819,82,82
,840,82,82
,733,82,82
,734,82,82
,735,82,82
,1111,82,82
,900,82,82
,767,82,82
,765,82,82
,1107,82,82
,1108,82,82
,1109,82,82
,1110,82,82
,1773,82,82
,757,22,22
,856,22,22
,836,22,22
,838,22,22
,742,22,22
,743,22,22
,745,22,22
,747,22,22
,749,22,22
,772,22,22
,777,22,22
,778,22,22
,909,22,22
,910,22,22
,1026,22,22
,1026,22,22
,1185,22,22
,1412,22,22
,1416,22,22
,1428,22,22
,1270,22,22
,1271,22,22
,1596,22,22
,1599,22,22
,1600,22,22
,1633,22,22
,1634,22,22
,1635,22,22
,1636,22,22
,1639,22,22
,1640,22,22
,1643,22,22
,1648,22,22
,1286,22,22
,1294,22,22
,1295,22,22
,1296,22,22
,1297,22,22
,1298,22,22
,1299,22,22
,1300,22,22
,1301,22,22
,1305,22,22
,3236,22,22
,3236,22,22
,3236,22,22
,3241,22,22
,3241,22,22
,1672,22,22
,1673,22,22
,3385,22,22
,3385,22,22
,3386,22,22
,3386,22,22
,3387,22,22
,3387,22,22
,3389,22,22
,3389,22,22
,3271,22,22
,3271,22,22
,3273,22,22
,3273,22,22
,3286,22,22
,3286,22,22
,3291,22,22
,3298,22,22
,3298,22,22
,3299,22,22
,3299,22,22
,3311,22,22
,3311,22,22
,3312,22,22
,3312,22,22
,798,22,22
,932,22,22
,961,22,22
,962,22,22
,6934,22,22
,6936,22,22
,6946,22,22
,6947,22,22
,6948,22,22
,6951,22,22
,6952,22,22
,6953,22,22
,6954,22,22
,6955,22,22
,6994,22,22
,6995,22,22
,6996,22,22
,6997,22,22
,7001,22,22
,7006,22,22
,7007,22,22
,7010,22,22
,7011,22,22
,7012,22,22
,7014,22,22
,7015,22,22
,7017,22,22
,7018,22,22
,7022,22,22
,7025,22,22
,7039,22,22
,7040,22,22
,1756,22,22
,1759,22,22
,1766,22,22
,7046,22,22
,4143,22,22
,4426,22,22
,4426,22,22
,4427,22,22
,4427,22,22
,4428,22,22
,4428,22,22
,4429,22,22
,4429,22,22
,4430,22,22
,4430,22,22
,6698,22,22
,6698,22,22
,6829,22,22
,6837,22,22
,6838,22,22
,6839,22,22
,6842,22,22
,6844,22,22
,6845,22,22
,6846,22,22
,6849,22,22
,6851,22,22
,6852,22,22
,6862,22,22
,4463,22,22
,4463,22,22
,4500,22,22
,4500,22,22
,6863,22,22
,6874,22,22
,6876,22,22
,6877,22,22
,6878,22,22
,4501,22,22
,4501,22,22
,6705,22,22
,6705,22,22
,6706,22,22
,6706,22,22
,6707,22,22
,6707,22,22
,4337,22,22
,4337,22,22
,6720,22,22
,6720,22,22
,6721,22,22
,6721,22,22
,6722,22,22
,6722,22,22
,6728,22,22
,6728,22,22
,6730,22,22
,6730,22,22
,6734,22,22
,6734,22,22
,6735,22,22
,6735,22,22
,6745,22,22
,6745,22,22
,6746,22,22
,6746,22,22
,6756,22,22
,6756,22,22
,4380,22,22
,4380,22,22
,6776,22,22
,6776,22,22
,6777,22,22
,6777,22,22
,6788,22,22
,6789,22,22
,6790,22,22
,6791,22,22
,6792,22,22
,6793,22,22
,6794,22,22
,6795,22,22
,6796,22,22
,6798,22,22
,6799,22,22
,6801,22,22
,6802,22,22
,6803,22,22
,6805,22,22
,6806,22,22
,6807,22,22
,6808,22,22
,1705,22,22
,5301,22,22
,5302,22,22
,5302,22,22
,5313,22,22
,5313,22,22
,5314,22,22
,5314,22,22
,5472,22,22
,5473,22,22
,1054,22,22
,1055,22,22
,4054,22,22
,4055,22,22
,4055,22,22
,4056,22,22
,4057,22,22
,1070,22,22
,1071,22,22
,1072,22,22
,1073,22,22
,1074,22,22
,1075,22,22
,3534,22,22
,3534,22,22
,3559,22,22
,3559,22,22
,3560,22,22
,3560,22,22
,3744,22,22
,3744,22,22
,3745,22,22
,3745,22,22
,3746,22,22
,3747,22,22
,3748,22,22
,3748,22,22
,3749,22,22
,3749,22,22
,3750,22,22
,3750,22,22
,3751,22,22
,3752,22,22
,1386,22,22
,1387,22,22
,1388,22,22
,1392,22,22
,3778,22,22
,3778,22,22
,3779,22,22
,3780,22,22
,3789,22,22
,3789,22,22
,3321,22,22
,3321,22,22
,3346,22,22
,3346,22,22
,3346,22,22
,3867,22,22
,4218,22,22
,4218,22,22
,4579,22,22
,4579,22,22
,4580,22,22
,4580,22,22
,4582,22,22
,3430,22,22
,3430,22,22
,3437,22,22
,3437,22,22
,3630,22,22
,3630,22,22
,4615,22,22
,4619,22,22
,4619,22,22
,4625,22,22
,3479,22,22
,3479,22,22
,3480,22,22
,3480,22,22
,3884,22,22
,3884,22,22
,3888,22,22
,3888,22,22
,2242,22,22
,2243,22,22
,3642,22,22
,3642,22,22
,3643,22,22
,3643,22,22
,3644,22,22
,3644,22,22
,3645,22,22
,3645,22,22
,3646,22,22
,3646,22,22
,3648,22,22
,3648,22,22
,3792,22,22
,3792,22,22
,3795,22,22
,3795,22,22
,3796,22,22
,4404,22,22
,4404,22,22
,3997,22,22
,3997,22,22
,7157,22,22
,7158,22,22
,7159,22,22
,7167,22,22
,7168,22,22
,7169,22,22
,7170,22,22
,7171,22,22
,7172,22,22
,4738,22,22
,4744,22,22
,4745,22,22
,7227,22,22
,7228,22,22
,7229,22,22
,7230,22,22
,5843,22,22
,5843,22,22
,5845,22,22
,5848,22,22
,5848,22,22
,4825,22,22
,4879,22,22
,4879,22,22
,7283,22,22
,7284,22,22
,7303,22,22
,7304,22,22
,7305,22,22
,4923,22,22
,5998,22,22
,5998,22,22
,5155,22,22
,5155,22,22
,5157,22,22
,5158,22,22
,5158,22,22
,7553,22,22
,7062,22,22
,7067,22,22
,7071,22,22
,7080,22,22
,7081,22,22
,7118,22,22
,7119,22,22
,7127,22,22
,7128,22,22
,7129,22,22
,7150,22,22
,1885,22,22
,1899,22,22
,1900,22,22
,1901,22,22
,1908,22,22
,5452,22,22
,5453,22,22
,5454,22,22
,5455,22,22
,5455,22,22
,5468,22,22
,5468,22,22
,4787,22,22
,4787,22,22
,6689,22,22
,6689,22,22
,6692,22,22
,6692,22,22
,6693,22,22
,6694,22,22
,6694,22,22
,6695,22,22
,6695,22,22
,6696,22,22
,6696,22,22
,6697,22,22
,6697,22,22
,757,34,34
,856,34,34
,836,34,34
,838,34,34
,739,34,34
,740,34,34
,742,34,34
,743,34,34
,745,34,34
,746,34,34
,747,34,34
,748,34,34
,749,34,34
,772,34,34
,1596,34,34
,1599,34,34
,1600,34,34
,1624,34,34
,1632,34,34
,1633,34,34
,1634,34,34
,1635,34,34
,1636,34,34
,1639,34,34
,1640,34,34
,1643,34,34
,1646,34,34
,1646,34,34
,1648,34,34
,1651,34,34
,1651,34,34
,1652,34,34
,1652,34,34
,1653,34,34
,1653,34,34
,1577,34,34
,1581,34,34
,1655,34,34
,1749,34,34
,1698,34,34
,1698,34,34
,1705,34,34
,1054,34,34
,1055,34,34
,1070,34,34
,1071,34,34
,1072,34,34
,1073,34,34
,1074,34,34
,1075,34,34
,1555,34,34
,1556,34,34
,1557,34,34
,3122,34,34
,3122,34,34
,3472,34,34
,3472,34,34
,1885,34,34
,1886,34,34
,1899,34,34
,1900,34,34
,1901,34,34
,1902,34,34
,1906,34,34
,1908,34,34
,1910,34,34
,1911,34,34
,1912,34,34
,1913,34,34
,698,3,3
,698,3,3
,698,3,3
,699,3,3
,814,3,3
,815,3,3
,816,3,3
,820,3,3
,733,3,3
,735,3,3
,765,3,3
,3311,3,3
,3311,3,3
,1107,3,3
,3491,3,3
,3491,3,3
,3492,3,3
,3492,3,3
,6991,3,3
,6991,3,3
,7000,3,3
,2932,3,3
,2932,3,3
,2933,3,3
,2933,3,3
,2720,3,3
,2720,3,3
,2987,3,3
,2987,3,3
,4502,3,3
,4502,3,3
,6706,3,3
,6706,3,3
,6710,3,3
,6710,3,3
,6710,3,3
,6751,3,3
,6751,3,3
,6752,3,3
,3050,3,3
,3050,3,3
,3051,3,3
,3051,3,3
,6793,3,3
,6585,3,3
,6585,3,3
,3318,3,3
,3318,3,3
,3088,3,3
,3088,3,3
,3630,3,3
,3630,3,3
,7084,3,3
,6609,3,3
,2871,3,3
,2871,3,3
,6634,3,3
,6634,3,3
,6634,3,3
,4788,3,3
,4788,3,3
,4788,3,3
,6686,3,3
,2915,3,3
,2915,3,3
,2916,3,3
,2916,3,3
,6562,3,3
,6562,3,3
,6563,3,3
,6564,3,3
,6579,3,3
,6581,3,3
,6581,3,3
,12688,3,3
,12689,3,3
,712,50,50
,816,50,50
,839,50,50
,735,50,50
,1111,50,50
,1112,50,50
,919,50,50
,767,50,50
,595,50,50
,603,50,50
,1024,50,50
,3344,50,50
,3344,50,50
,3345,50,50
,3345,50,50
,998,50,50
,925,50,50
,927,50,50
,929,50,50
,1106,50,50
,1107,50,50
,1108,50,50
,1109,50,50
SMT_111,4114,50,50
SMT_111,4114,50,50
SMT_111,4114,50,50
,4363,50,50
,4363,50,50
,7409,50,50
,7411,50,50
,7416,50,50
,814,81,81
,815,81,81
,816,81,81
,819,81,81
,840,81,81
,735,81,81
,765,81,81
,1108,81,81
,1109,81,81
,814,118,118
,735,118,118
,2931,118,118
,2931,118,118
,2719,118,118
,2719,118,118
,2723,118,118
,2723,118,118
,3034,118,118
,3034,118,118
,3034,118,118
,2700,118,118
,2700,118,118
,3103,118,118
,3103,118,118
,3796,118,118
,2674,118,118
,2674,118,118
,2879,118,118
,2879,118,118
,2879,118,118
,816,10,10
,840,10,10
,921,10,10
,765,10,10
,1603,10,10
,1604,10,10
,1590,10,10
,1592,10,10
,735,53,53
,921,53,53
,997,53,53
,1000,53,53
,924,53,53
,930,53,53
,931,53,53
,1107,53,53
,1108,53,53
,921,132,132
,366,15,15
,371,15,15
,548,15,15
,677,15,15
,1604,15,15
,1821,15,15
,539,7,7
,1591,7,7
,588,40,40
,589,40,40
,590,40,40
,591,40,40
,595,40,40
,597,40,40
,599,40,40
,602,40,40
,602,40,40
,604,40,40
,589,91,91
,595,91,91
,597,91,91
,599,91,91
,602,91,91
,602,91,91
,3231,31,31
,3231,31,31
,3231,31,31
,3232,31,31
,3232,31,31
,3232,31,31
,3233,31,31
,3233,31,31
,3401,31,31
,3401,31,31
,3401,31,31
,2849,31,31
,2849,31,31
,2853,31,31
,2853,31,31
,4114,31,31
,4114,31,31
,4114,31,31
,2736,31,31
,2736,31,31
,2736,31,31
,2750,31,31
,2750,31,31
,2751,31,31
,2751,31,31
,4363,31,31
,4363,31,31
,3058,31,31
,3058,31,31
,3058,31,31
,3059,31,31
,3059,31,31
,3059,31,31
,2688,31,31
,2688,31,31
,2688,31,31
,2712,31,31
,2712,31,31
,2715,31,31
,2715,31,31
,3544,31,31
,3544,31,31
,3142,31,31
,3142,31,31
,3545,31,31
,3545,31,31
,3545,31,31
,3757,31,31
,3757,31,31
,3899,31,31
,3899,31,31
,2782,31,31
,2782,31,31
,3000,31,31
,3000,31,31
,3000,31,31
,3001,31,31
,3001,31,31
,2807,31,31
,2807,31,31
,6586,31,31
,6586,31,31
,6587,31,31
,6588,31,31
,6591,31,31
,6598,31,31
,6598,31,31
,6599,31,31
,6607,31,31
,6617,31,31
,6618,31,31
,6618,31,31
,6618,31,31
,2860,31,31
,2860,31,31
,6624,31,31
,6624,31,31
,6625,31,31
,6625,31,31
,6626,31,31
,2872,31,31
,2872,31,31
,2873,31,31
,2873,31,31
,2874,31,31
,2874,31,31
,6628,31,31
,2904,31,31
,2904,31,31
,2939,31,31
,2939,31,31
,2939,31,31
,6675,31,31
,6675,31,31
,2949,31,31
,2949,31,31
,2949,31,31
,2977,31,31
,2977,31,31
,2977,31,31
,2978,31,31
,2978,31,31
,2978,31,31
,2914,31,31
,2914,31,31
,2917,31,31
,2917,31,31
,2917,31,31
,6538,31,31
,6539,31,31
,6539,31,31
,6549,31,31
,6552,31,31
,6553,31,31
,6553,31,31
,6565,31,31
,2928,31,31
,2928,31,31
,2929,31,31
,2929,31,31
,6566,31,31
,6582,31,31
,3232,111,111
,3232,111,111
,3232,111,111
,3344,111,111
,3344,111,111
,3345,111,111
,3345,111,111
,4114,111,111
,4114,111,111
,4114,111,111
,2934,111,111
,2934,111,111
,2934,111,111
,2992,111,111
,2992,111,111
,2993,111,111
,2993,111,111
,4498,111,111
,4498,111,111
,4363,111,111
,4363,111,111
,4365,111,111
,4365,111,111
,3053,111,111
,3053,111,111
,3054,111,111
,3054,111,111
,2688,111,111
,2688,111,111
,2688,111,111
,2701,111,111
,2701,111,111
,2715,111,111
,2715,111,111
,3542,111,111
,3542,111,111
,3142,111,111
,3142,111,111
,3545,111,111
,3545,111,111
,3545,111,111
,4575,111,111
,4575,111,111
,3846,111,111
,3846,111,111
,3598,111,111
,3598,111,111
,3375,111,111
,3375,111,111
,3896,111,111
,3896,111,111
,3899,111,111
,3899,111,111
,3133,111,111
,3133,111,111
,3664,111,111
,3664,111,111
,2791,111,111
,2791,111,111
,2792,111,111
,2792,111,111
,2792,111,111
,2794,111,111
,2794,111,111
,2794,111,111
,2795,111,111
,2795,111,111
,2795,111,111
,2797,111,111
,2797,111,111
,2802,111,111
,2802,111,111
,2802,111,111
,2939,111,111
,2939,111,111
,2939,111,111
,2940,111,111
,2940,111,111
,2940,111,111
,2941,111,111
,2941,111,111
,2964,111,111
,2964,111,111
,2967,111,111
,2967,111,111
,3345,58,58
,3345,58,58
,6923,84,84
,6923,84,84
,6932,84,84
,7037,84,84
,7037,84,84
,4503,84,84
,4503,84,84
,4503,84,84
,4178,84,84
,4178,84,84
,4735,84,84
,4735,84,84
,7084,84,84
,4788,84,84
,4788,84,84
,4788,84,84
,1821,13,13
,4508,27,27
,4508,27,27
,4508,27,27
,2701,27,27
,2701,27,27
,2682,27,27
,2682,27,27
,2682,27,27
,2682,27,27
,3066,27,27
,3066,27,27
,7409,123,123
,7411,123,123
,7416,123,123
,7410,124,124
,7412,124,124
,7413,124,124
